CNTRLNUM,OCCRDATE,OPCODE,TAILNUM,SERNUM,MAKE,GROUPS,PARTLOC,PARTCOND,PRECAUTION,NATURE,STAGEOP,REMARKS
94052300377,4/10/1994 0:00:00,USAA,493US,11161,FOKKER,F28,LT ENGINE,FAULTY,UNSCHED LANDING,WARNING INDICATION,CLIMB,"CLT - FLT 1998 - ON CLIMB-OUT, DUCT OVERHEAT LIGHT ILLUMINATED.  IT EXTINGUISHED ON DESCENT WHEN POWER WAS REDUCED.  AIRCRAFT RETURNED TO FIELD AND LANDED WITHOUT INCIDENT.  MAINTENANCE REPLACED THE NR 1 ENGINE FIREWALL HP SEAL.  ALL CHECKS NORMAL.  (X)"
94052300378,4/6/1994 0:00:00,USAA,496US,11169,FOKKER,F28,CABIN EEL,BROKEN,NONE,NO TEST,INSP/MAINT,DAY - LOW LEVEL EMERGENCY LIGHTS FOUND INOPERATIVE.  MAINTENANCE REPAIRED CORRODED AND BROKEN WIRES BENEATH ROW 8 AT SEAT TRACK.  ALL EMERGENCY LIGHTS CHECK NORMAL.  (X)
94052300379,4/13/1994 0:00:00,USAA,481US,11230,FOKKER,F28,RT ENGINE,INTERMITTENT,UNSCHED LANDING,OTHER,CRUISE,"RIC - FLT 546 - IN CRUISE, RT ENGINE ANTI-ICE INDICATES 40 PSI WITH THE ENGINE ANTI-ICE SWITCH IN AUTO OR OFF.  AIRCRAFT DIVERTED AND LANDED WITHOUT INCIDENT.  MAINTENANCE REPLACED RT ENGINE NR 2 ANTI-ICE VALVE.  ALL CHECKS NORMAL.  (X)"
94052300380,4/13/1994 0:00:00,USAA,480AU,11229,FOKKER,F28,CARGO,WARNING,UNSCHED LANDING,FALSE WARNING,CRUISE,"TYS - FLT 504 - DURING FLIGHT, CARGO DOOR WARNING LIGHT ILLUMINATED.  AIRCRAFT RETURNED TO FIELD AND LANDED WITHOUT INCIDENT.  MAINTENANCE OPENED AND CLOSED CARGO DOORS.  OPERATION CHECKS NORMAL.  (X)"
94052300381,4/5/1994 0:00:00,USAA,483US,11233,FOKKER,F28,NR 2 WINDOW,CRACKED,NONE,OTHER,INSP/MAINT,"GSO - DURING T-CHECK, EDDY CURRENT INSPECTION FOUND 2 MM CRACKS IN LT AND RT NR 2 WINDOW POST IN RADIUS.  REPAIRED PER TYPICAL REPAIR 53-10-01A.  (X)"
94052300382,4/19/1994 0:00:00,USAA,860US,11295,FOKKER,F28,RT MLG,INTERMITTENT RT,UNSCHED LANDING,WARNING INDICATION,CLIMB,"CLT - FLT 872 - AFTER TAKE-OFF, MAIN LANDING GEAR WARNING LIGHT ILLUMINATED.  CYCLED GEAR, LIGHT WOULD NOT EXTINGUISH.AIRCRAFT RETURNED TO FIELD AND LANDED WITHOUT INCIDENT.  MAINTENANCE REPLACED RT GEAR DOOR SEQUENCE VALVE.  ALL CHECKS NORMAL.  (X)"
94052300383,4/25/1994 0:00:00,USAA,495US,11168,FOKKER,F28,RT ENGINE,INTERMITTENT,UNSCHED LANDING,WARNING INDICATION,CLIMB,"CLT - FLT 391 - AFTER TAKE-OFF, STARTER VALVE LIGHT ILLUMINATED.  AIRCRAFT RETURNED TO FIELD AND LANDED WITHOUT INCIDENT.  MAINTENANCE REPLACED STARTER VALVE ASSEMBLY.  OPERATION CHECKS NORMAL.  (X)"
94052300384,4/7/1994 0:00:00,USAA,499US,11182,FOKKER,F28,STA 2650 & 3050,CRACKED,NONE,OTHER,INSP/MAINT,"DURING S.I.P. VISIT AND ACCOMPLISHING S.I.P. 53-10-19, FOUND 2 EACH, 2 INCH CRACKS IN THE NOSE LANDING GEAR WHEEL WELL SIDE WALL AT STA 2650 (MM) AND STA 3050 (MM).  REMOVED DAMAGED AREA AND INSTALLED DOUBLERS PER SRM 53-11-00 AND EA NR 26044.  (X)"
94052300385,4/19/1994 0:00:00,USAA,868US,11313,FOKKER,F28,FWD ENTRY AREA,INOPERATIVE,NONE,NO TEST,INSP/MAINT,"DCA - MAINTENANCE FOUND EMERGENCY LIGHTS INOPERATIVE.  MAINTENANCE REPLACED THE POWER UNIT AND INVERTER FOR THE FWD EMERGENCY LIGHTS AT THE ENTRANCE DOOR, SERVICE DOOR AND ALONG THE FWD CLOSET.  ALL LIGHTS CHECK NORMAL.  (X)"
94052300433,4/21/1994 0:00:00,IXKA,8881Z,21578,BOEING,727,NR 2 GEN,FAILED,RETURN TO BLOCK,WARNING INDICATION,TAXI/GRND HDL,"AT EWR, ON TAXI OUT, FLT NR 7 EWR TO ATL NR 2 GEN FIELD TRIP A FEW SECONDS AFTER ENGINE START.  UNDER VOLTAGE NR 2 SYSTEM ILLUMINATED.  REMOVED AND REPLACED NR 2 VOLTAGE REGULATOR PER MM 24-20-0.  OPS CHECK NORMAL.  (Z)"
94052300461,4/26/1994 0:00:00,VJ6A,1282L,47378,DOUG,DC9,NR 2 ENGINE,OVERHAULED,OTHER,F.O.D.,NOT REPORTED,"NR 2 ENGINE SN 657089 INJESTED FOD, DAMAGING C-1 AND C-2 BLADES ON REPOSITION FLIGHT TO LAKE CITY, FL.  TEAM FROM AEROTHRUST (MIAMI) DISPATCHED TO LAKE CITY, FL, BLENDED C-1 BLADES AND REPLACED C-2 FAN ASSEMBLY SN 4B0047 (ON) PN 759942 (ON)."
94052300482,4/8/1994 0:00:00,IXKA,8881Z,21578,BOEING,727,NR 2 B-SYSTEM,FAILED,RETURN TO BLOCK,OTHER,TAXI/GRND HDL,"EWR - FLT 17 - ON PUSHBACK, NR 2 HYD B-PUMP FAILED ON TAXI OUT.  REMOVED AND REPLACED NR 2 B-SYSTEM ELECTRIC PUMP PER MM 29-11-11.  OPS CHECKED AND LEAK CHECKED OK.  (W)"
94052300483,4/9/1994 0:00:00,IXKA,8882Z,21579,BOEING,727,NR 3 ENGINE,INOPERATIVE,RETURN TO BLOCK,OTHER,TAXI/GRND HDL,"EWR - ON PUSHBACK, FLT 21, NR 3 ENGINE WOULD NOT LIGHT OFF DURING START.  REMOVED AND REPLACED HI ENERGY IGN SW S306 FOR NR 3 ENGINE.  REMOVED AND REPLACED NR 3 EXCITER BOX PER MM 74-31-13.  OPS CHECK OK.  (W)"
94052300598,3/29/1994 0:00:00,TWAA,979Z,47343,DOUG,DC9,SERVICE DOOR,CRACKED,NONE,OTHER,INSP/MAINT,"STL - DURING SPECIAL CHECK, FOUND A .5 INCH CRACK IN FORWARD SERVICE DOOR ATTACH ANGLE, FORWARD END OF NR 1 HORIZONTAL BEAM.  REPAIRED PER DRAWING 9911579.  AIRCRAFT TOTAL CYCLES 74,615."
94052300599,4/7/1994 0:00:00,TWAA,53110,19676,BOEING,747,FS 380,BROKEN,NONE,OTHER,INSP/MAINT,"MCI - DURING OP-16 FOUND RT FRAME AND DOUBLER BROKEN BETWEEN STRINGER 24R CUTOUT AND AILERON CABLE CUTOUT, IN CABIN A-ZONE, STA 380.  REPAIRED PER ARA 8059 AND SRM 51-30-02.  TOTAL CYCLES 17,042."
94052300600,4/7/1994 0:00:00,TWAA,53110,19676,BOEING,747,FS 380,BROKEN,NONE,OTHER,INSP/MAINT,"MCI - DURING OP-16 FOUND LT FRAME AND DOUBLER BROKEN BETWEEN STRINGER 24L CUTOUT AND AILERON CABLE CUTOUT, IN CABIN A ZONE, STA 380.  REPAIRED PER ARA 8058 AND SRM 51-30-02.  TOTAL CYCLES 17,042."
94052300601,3/29/1994 0:00:00,TWAA,979Z,47343,DOUG,DC9,SERVICE DOOR,CRACKED,NONE,OTHER,INSP/MAINT,"STL - DURING SPECIAL CHECK, FOUND A 1.25 INCH CRACK IN NR 1 HORIZONTAL FORWARD SERVICE DOOR END RADIUS, OUTBD SIDE.  REPLACED PER DRAWING 9911579.  AIRCRAFT TOTAL CYCLES 74,615."
94052300602,5/2/1994 0:00:00,TWAA,54350,21969,BOEING,727,NR 2 ENGINE,CRACKED,UNSCHED LANDING,WARNING INDICATION,NOT REPORTED,"SFO - FLT 294 - RETURNED FROM FLIGHT ACCOUNT NR 2 ENGINE FIREWARNING INDICATION THAT CEASED WITH THROTTLE RETARDED.  FOUND RUPTURED PNEUMATIC WYE SUPPLY DUCT.  REPLACED DUCT, MFG PN 65-26738-21.  OPS CHECKS NORMAL.  CHECK C-4 7-10-93, MCI."
94052300603,4/5/1994 0:00:00,TWAA,988Z,47134,DOUG,DC9,FS 160,CRACKED,NONE,OTHER,INSP/MAINT,"STL - DURING C-CHECK, FOUND A .75 INCH CRACK IN LONGERON 3L, STAL 160 160.  REPAIRED LONGERON PER SRM 53-02, FIGURE 2, AND DRAWING SRO 9530128.  AIRCRAFT TOTAL CYCLES 71,420."
94052300604,4/5/1994 0:00:00,TWAA,988Z,47134,DOUG,DC9,FS 756,CRACKED,NONE,OTHER,INSP/MAINT,"STL - DURING C-CHECK, FOUND A ,1250 INCH CRACK IN LONGERON 6L, STA 756.  REPAIRED LONGERON PER SRM 53-02, FIGURE 2.  TOTAL CYCLES 71,420."
94052300682,5/16/1994 0:00:00,SWAA,677AA,,BOEING,737,BS 216,DENTED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED TRANSITION CHECK, FOUND FUSELAGE SKIN DENTED AT BS 216, WL 234 UNDER CAPTAIN'S NUMBER 2 WINDOW.  REPAIRED PER BOEING STRUCTURAL REPAIR MANUAL."
94052300683,5/16/1994 0:00:00,SWAA,67SW,22356,BOEING,737,BS  639,CRACKED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED D-CHECK, FOUND CREASE BEAM CHORD CRACKED AT BS 639, LEFT SIDE.  REPAIRED PER BOEING STRUCTURAL REPAIR MANUAL."
94052300684,5/16/1994 0:00:00,SWAA,67SW,22356,BOEING,737,BS 787,CRACKED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED D-CHECK, FOUND STRINGER CLIP CRACKED AT BS 787, STR 10R.  REPLACED PER BOEING STRUCTURAL REPAIR MANUAL."
94052300685,5/16/1994 0:00:00,SWAA,67SW,22356,BOEING,737,BS 807,CRACKED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED D-CHECK, FOUND STRINGER CRACKED AT BS  807, STR 10R.  REPAIRED PER BOEING STRUCTURAL REPAIR MANUAL."
94052300686,5/16/1994 0:00:00,SWAA,67SW,22356,BOEING,737,BS 420,CRACKED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED D-CHECK, FOUND STRINGERS DAMAGED AT BS 420, STR 23L AND 25L.  REPAIRED PER BOEING STRUCTURAL REPAIR MANUAL."
94052300687,5/16/1994 0:00:00,SWAA,67SW,22356,BOEING,737,BS 277,CRACKED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED D-CHECK, FOUND SHEAR TIE CRACKED AT BS 277, STR 6L.  REPAIRED PER BOEING STRUCTURAL REPAIR MANUAL."
94052300688,5/15/1994 0:00:00,SWAA,63SW,22061,BOEING,737,AFT,INOP GALLEY,OTHER,SMOKE,DESCENT,"FLIGHT 034, DURING DESCENT, FLIGHT ATTENDANT NOTED SMOKE AND ELECTRICAL SMELL AT AFT GALLEY COFFEEMAKER.  GALLEY POWER TURNED OFF AND COFFEEMAKER CIRCUIT BREAKER PULLED.  AIRCRAFT LANDED WITHOUT INCIDENT.  REPLACED COFFEEMAKER."
94052300689,5/15/1994 0:00:00,SWAA,525SW,26567,BOEING,737,CABIN,INOP,NONE,NO TEST,INSP/MAINT,"FLIGHT 758, FOUND EMERGENCY EXIT LIGHTS AT ROW 11 INOP.  REPLACED LIGHT ASSEMBLY."
94052300690,5/15/1994 0:00:00,SWAA,514SW,22949,BOEING,737,FWD GALLEY,DEPLOYED,OTHER,OTHER,INSP/MAINT,"FLIGHT 633, FORWARD GALLEY DOOR ESCAPE SLIDE ACCIDENTALLY DEPLOYED.  REPLACED SLIDE ASSEMBLY PER BOEING M/M."
94052300742,4/23/1994 0:00:00,TWAA,24343,21630,BOEING,727,NOSE GEAR,CRACKED,OTHER,WARNING INDICATION,APPROACH,"STL - FLT 560 - WHEN LANDING GEAR WAS EXTENDED FOR LANDING, A-HYDRAULIC SYSTEM HAD LOSS OF FLUID.  EXTENDED LANDING GEAR WITH ALTERNATE SYSTEM.  FOUND NOSE GEAR LOCK ACTUATOR HOUSING CRACKED.  REPLACED ACTUATOR, MFG PN 65-40467-6, BOTH ENGINE DRIVEN HYDRAULIC PUMPS, AND FILTERS.  OPS CHECKS NORMAL OP-17, 1-17-94, MCI."
94052300759,4/19/1994 0:00:00,IXKA,357KP,20675,BOEING,727,RT TE FLAP,FAILED,RETURN TO BLOCK,FALSE WARNING,TAXI/GRND HDL,"EWR - FLT 11 - EWR TO ATL, ON TAXI OUT, OUTBD FLAP INDICATED SPLIT AT 2 DEGREE POSITION ON EXTENSION.  REMOVED AND REPLACED RT OUTBD FLAP TRANSMITTER AND CANNON PLUG AS PER MM 27-52.  OPS CHECK OK.  (W)"
94052300760,4/27/1994 0:00:00,IXKA,8881Z,21578,BOEING,727,FS 1091,DAMAGED,NONE,OTHER,INSP/MAINT,"EWR - PREFLIGHT WALK AROUND, FLT NR 9 EWR TO MCO, FOUND HOLE RT SIDE FUSELAGE SKIN AT STATION 1091, R W/L 177, 1.5 INCHLONG, .75 INCH WIDE.  REPAIRED HOLE AT STATION 1091, RT W/L 177 AS PER SRM 53-30-3 PAGE 14A.  (W)"
94052300794,3/14/1994 0:00:00,USAA,241US,22443,BOEING,737,BS 727,CRACKED,NONE,OTHER,INSP/MAINT,"INT - DURING Q-2 CHECK VISUAL INSPECTION, FOUND A .25 INCH CRACK VERTICAL ANGLE BS 727 BL0.  REPAIRED PER SRM 51-10-01. (W)"
94052300795,4/13/1994 0:00:00,USAA,287AU,23134,BOEING,737,AFT ENTRY DOOR,CORROSION,NONE,OTHER,INSP/MAINT,"INT - DURING Q-5 CHECK VISUAL INSPECTION, FOUND A 1 INCH BY 6 INCH CORROSION Z-ANGLE AT AFT ENTRY DOOR.  CORROSION TASKNR C53-107-01, CORROSION LEVEL 2.  REPAIRED PER SRM 51-10-1.  (W)"
94053100050,5/18/1994 0:00:00,SWAA,67SW,22356,BOEING,737,BS 910-926,DENTED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED D-CHECK, FOUND FUSELAGE SKIN DENTED AT BS 910-926, BETWEEN STRINGERS 21 AND 23R.  REPAIRED PER BOEING STRUCTURAL REPAIR MANUAL."
94053100051,5/18/1994 0:00:00,SWAA,67SW,22356,BOEING,737,BS 358-380,DENTED,NONE,OTHER,INSP/MAINT,"DURING SCHEDULED D-CHECK, FOUND FUSELAGE SKIN DENTED AND GOUGED FROM BS 358 TO 380, BETWEEN STRINGERS 3L AND 5L.  REPAIRED PER BOEING STRUCTURAL REPAIR MANUAL."
94053100118,4/26/1994 0:00:00,TWAA,54354,21986,BOEING,727,FS 685,CORRODED,NONE,OTHER,INSP/MAINT,"MCI - DURING OP-17 FOUND CORROSION IN FORWARD CARGO BIN FUSELAGE SKIN BETWEEN STRINGER 26L AND 26R, STA 685.  REMOVED CORROSION PER SRM 51-10-01 AND REPAIRED SKIN PER SRM 53-30-3, FIGURE 12 AND STANDARD PRACTICES.  TOTAL CYCLES 22,738."
94053100119,4/26/1994 0:00:00,TWAA,54354,21986,BOEING,727,FS 580,CRACKED,NONE,OTHER,INSP/MAINT,"MCI - DURING OP-17 FOUND .5 INCH CRACK IN FORWARD CARGO BIN FORMER AND DOUBLER, STA 580, STRINGER 25L.  REPAIRED PER SRM 51-40-3, FIGURE 1.  TOTAL CYCLES 22,738."
94053100120,4/26/1994 0:00:00,TWAA,54354,21986,BOEING,727,FS 480-500,CORRODED,NONE,OTHER,INSP/MAINT,"MCI - DURNG OP-17, FOUND FORWARD CARGO BIN FUSELAGE SKIN CORRODED BETWEEN STA 480 AND STA 500, OUTBD SIDE OF STRINGER 28R.  REMOVED DAMAGED SKIN AND REPAIRED PER SRM 53-30-3, FIGURE 3A.  TOTAL CYCLES 22,738."
94053100121,5/11/1994 0:00:00,TWAA,54340,20845,BOEING,727,NR 2,FAILED,UNSCHED LANDING,WARNING INDICATION,CLIMB,"PHL - FLT 191 - DURING CLIMB, SHUT DOWN NR 2 ENGINE DUE TO OIL FILTER BYPASS LIGHT ILLUMINATING.  ACCOMPLISHED UNSCHEDULED LANDING.  FOUND ENGINE OIL FILTER FULL OF METAL PARTICLES.  REPLACED ENGINE SN 3903.  ENGINE TOTAL TIME 56,563 HOURS, 39,619 CYCLES.  CHECK C-2, 2-13-94, MCI."
94053100122,4/27/1994 0:00:00,TWAA,976Z,47248,DOUG,DC9,SERV DR OPENING,CRACKED,NONE,OTHER,INSP/MAINT,"STL - DURING C-CHECK, FOUND A ONE-INCH CRACK IN SERVICE DOOR OPENING AT NR 1 BEAM WHERE HINGE IS SECURED.  REPLACED BEAM PER DOUGLAS DRAWING 9911582.  AIRCRAFT TOTAL CYCLES 79,160."
94053100123,4/27/1994 0:00:00,TWAA,976Z,47248,DOUG,DC9,FUSELAGE,CRACKED,NONE,OTHER,INSP/MAINT,"STL - DURING C-CHECK, FOUND A ONE INCH CRACK IN NR 2 BEAM OF SERVICE DOOR AT SKIN FLANGE UPPER HINGE.  REPLACED BEAM PER DOUGLAS DRAWING 9911580.  TOTAL CYCLES 79,160."
94053100124,4/29/1994 0:00:00,TWAA,993Z,47082,DOUG,DC9,FS 680,CRACKED,NONE,OTHER,INSP/MAINT,"STL - DURING OP-15 FOUND .5 INCH CRACK AT LOWER ATTACH POINT OF VERTICAL SUPPORT UNDER OUTBD SEAT TRACK, STA 680.  REPLACED VERTICAL SUPPORT BEACKET PER SRM 53-30-5.  TOTAL CYCLES 71,163."
94053100126,4/8/1994 0:00:00,TWAA,927L,48123,DOUG,DC9,BULKHEAD,CRACKED,NONE,OTHER,INSP/MAINT,"STL - DURING C-CHECK, FOUND A 1.5 INCH CRACK IN LOWER RT CORNER OF BULKHEAD SKIN.  REPAIRED PER DRAWING JO 60088 AND SB53-137.  TOTAL CYCLES 29,969."
94053100127,5/3/1994 0:00:00,TWAA,64339,20844,BOEING,727,FS 720-720A,DAMAGED,NONE,OTHER,INSP/MAINT,"STL - DURING SPECIAL CHECK, FOUND DAMAGE TO LT FUSELAGE, STA 720-720A, STRINGERS S20 AND S21.  REPAIRED PER SRM 53-30-3, FIGURE 1, SHEET 4.  TOTAL CYCLES 32,233."
94053100194,4/22/1994 0:00:00,IXKA,352PA,20616,BOEING,727,FS 950-1010,CORRODED,NONE,OTHER,INSP/MAINT,REMOVING BELLY SKIN TO COMPLY WITH RD 90-06-09 FOUND STRINGER CORRODED BEYOND LIMITS.  FOUND MOISTURE INSIDE SKIN.  DRAIN HOLES MIGHT HAVE BEEN PLUGGED.
94053100267,5/3/1994 0:00:00,IXKA,8882Z,21579,BOEING,727,NR 1 ENGINE,DAMAGED,NONE,OTHER,INSP/MAINT,"ATL - NR 1 ENGINE NOSE COWL DAMAGED WHILE CLEANING A/C.  DAMAGE WAS AT 11 O'CLOCK, PUNCTURE LESS THAN .25 INCH.  INSPECTED NR 1 ENGINE NOSE COWL AND REPAIRED DAMAGE IAW SRM 54-30-3, PAGES 6, 7, AND 8.  INSPECTED, OKAY FOR SERVICE.  (X)"
94053100366,3/10/1994 0:00:00,USAA,487US,11238,FOKKER,F28,FWD PRESS BLKHD,CRACKED,NONE,OTHER,INSP/MAINT,"DURING FC-5 INSPECTION, FOUND 2 INCH CRACK RT FRONT KEEL BEAM SIDE PLATE AFT SIDE OF FORWARD PRESSURE BULKHEAD.  STOP DRILLED CRACK AND INSTALLED REPAIR DOUBLER PER USAIR EA 25497.  (W)"
94053100367,3/10/1994 0:00:00,USAA,487US,11238,FOKKER,F28,FWD PRESS BLKHD,CRACKED,NONE,OTHER,INSP/MAINT,"DURING FC-5 INSPECTION, FOUND 5 INCH CRACK IN FORWARD PRESSURE BULKHEAD AFT LOWER CONNECTION ANGLE BETWEEN STRINGERS 3 AND 72.  VISUAL/EDDY CURRENT INSPECTION.  STOP DRILLED CRACK ON INSTALLED TWO REPAIR DOUBLERS PER SRM 53-11-00.  (W)"
94053100368,4/8/1994 0:00:00,USAA,286AU,23133,BOEING,737,NR 1 CSD,CLOGGED,UNSCHED LANDING,WARNING INDICATION,CLIMB,"MSY - FLT 1473 - ON CLIMB-OUT, RECEIVED NR 1 CSD HIGH OIL TEMPERATURE INDICATION AND HIGH OIL TEMPERATURE ON TEMPERATURE GAUGE.  APU ON MEL.  FLIGHT RETURNED TO MSY WHERE LANDING WAS WITHOUT INCIDENT.  MAINTENANCE REPLACED NR 1 CSD AND OILCOOLER.  NR 1 CSD OIL TEMPERATURE INDICATOR AND CSD FILTER HOUSING.  ALSO, MAINTENANCE REPLACED APU LOP SWITCH AND CLEARED APU MEL.  (W)"
94053100369,3/15/1994 0:00:00,USAA,241US,22443,BOEING,737,BS 1006-1016,CORRODED,NONE,OTHER,INSP/MAINT,"INT - DURING Q-2 CHECK VISUAL INSPECTION, FOUND CORROSION 2 INCHES WIDE 4 INCHES LONG BS 1006 STR 27R.  REPAIRED PER SRM 51-10-01.  (W)"
94053100370,3/10/1994 0:00:00,USAA,241US,22443,BOEING,737,BS 967-987,CORROSION,NONE,OTHER,INSP/MAINT,"INT - DURING Q-2 VISUAL INSPECTION, FOUND 1.5 INCH BY 3 INCH CORROSION BS 967- BS 987 S -26R.  REPAIRED PER SRM 53-10-03.  (W)"
94053100371,3/18/1994 0:00:00,USAA,241US,22443,BOEING,737,BS 360-400,GOUGE,NONE,OTHER,INSP/MAINT,"INT - DURING Q-2 VISUAL INSPECTION, FOUND 30 INCH GOUGE ALONG SIDE OF FUSELAGE SKIN.  BS 360-400 S 18R S 19R.  REPAIREDPER SRM 53-30-3.  (W)"
94053100372,3/17/1994 0:00:00,USAA,241US,22443,BOEING,737,BS 178,CRACKED,NONE,OTHER,INSP/MAINT,"INT - DURING Q-2 VISUAL INSPECTION, FOUND 2 CRACKS 1.25 INCH AND 2.5 INCH 30 INCHES BOTTOM LBL 8 INCHES BS 178 BULKHEAD.  REPAIRED PER TR 53-10-11.  (W)"
94053100373,3/17/1994 0:00:00,USAA,241US,22443,BOEING,737,RBL6 INCH BS 178,CRACKED,NONE,OTHER,INSP/MAINT,"INT - DURING Q-2 CHECK VISUAL AND HFEC INSPECTION, FOUND 1.5 INCH CRACK AND 1 INCH CRACK BS 178 BULKHEAD AFT SIDE 20 INCHES FROM BOTTOM AND 30 INCHES FROM BOTTOM RBL 6 INCHES.  REPAIRED PER TR 53-10-11.  (W)"
94053100374,3/21/1994 0:00:00,USAA,241US,22443,BOEING,737,BS 420,CRACKED,NONE,OTHER,INSP/MAINT,"INT - DURING Q-2 CHECK VISUAL INSPECTION, FOUND 1 INCH CRACK AT TRANS ANGLE ATTACH HOLE ON BODY FRAME, BS 420 FRAME AT S-26L.  REPAIRED PER TR 51-40-3.  (W)"
94053100375,3/10/1994 0:00:00,USAA,241US,22443,BOEING,737,W/L 278 BLKHD,CRACKED,NONE,OTHER,INSP/MAINT,"INT - DURING Q-2 EDDY CURRENT CHECK INSPECTION, FOUND CRACK APPROXIMATELY.8750 INCH LONG OUTBD ROW OF LOWER FASTENER'S LT PIVOT BRACKET, W/L 278 (1156 BULKHEAD).  REPAIRED PER EO 5391G569.  (W)"
94053100376,3/24/1994 0:00:00,USAA,241US,22443,BOEING,737,BS 288,CORROSION,NONE,OTHER,INSP/MAINT,"INT - DURING Q-2 CHECK VISUAL INSPECTION, FOUND LIGHT SURFACE CORROSION AT SCREW HOLE, INTERCOSTAL BS 288 LBBL 12.  REPAIRED PER SRM 51-10-1.  (W)"
94053100377,3/10/1994 0:00:00,USAA,241US,22443,BOEING,737,W/L 278 BLKHD,CRACKED,NONE,OTHER,INSP/MAINT,"INT - DURING Q-2 CHECK EDDY CURRENT INSPECTION, FOUND APPROXIMATELY .5 INCH LONG CRACK RT PIVOT BRACKET OUTBD LOWER ROWOF FASTENERS W/L 278, (1156 BULKHEAD).  REPAIRED PER EO 5391G569.  (W)"
94053100378,3/26/1994 0:00:00,USAA,241US,22443,BOEING,737,BS 983-1083,CORRODED,NONE,OTHER,INSP/MAINT,"INT - DURING Q-2 CHECK VISUAL INSPECTION, FOUND 1 INCH BY 4 INCH AND 1 INCH BY 6 INCH CORROSION AT BS 983 THROUGH BS 1083 STR 27R.  REPAIRED PER SRM 53-10-3, FIGURE 1.  (W)"
94053100379,4/30/1994 0:00:00,USAA,607AU,22203,BOEING,757,ROW 13,INOPERATIVE,NONE,NO TEST,INSP/MAINT,"PIT - THE EMERGENCY LIGHT AT SEAT 13R REMAINED ON AFTER TEST.  MAINTENANCE REPLACED THE LIGHT ASSEMBLY, OPS CHECKED GOOD.  (W)"
94053100380,4/29/1994 0:00:00,USAA,654US,25225,BOEING,767,CABIN,INOPERATIVE,NONE,NO TEST,INSP/MAINT,LGW - FLT 0195 - THE FLOOR PROXIMITY LIGHTS WERE FOUND TO BE INOPERATIVE AT ROWS 1 THROUGH 4.  MAINTENANCE SWAPPED THE BATTERY PACK WITH THE R1 ESCAPE SLIDE LIGHT.  THE FLIGHT THEN PROCEEDED TO BALTIMORE.  BALTIMORE MAINTENANCE REPLACED THE BATTERY PACK FOR THE R1 ESCAPE SLIDE LIGHT.  (W)
94053100381,4/14/1994 0:00:00,USAA,654US,25225,BOEING,767,CABIN,CUT,NONE,NO TEST,INSP/MAINT,"LGW - DURING ROUTINE CHECK, THE EMERGENCY FLOOR PROXIMITY LIGHTS, ROWS 10-14 AND THE EXIT IDENTIFIER LIGHTS WERE FOUND TO BE INOPERATIVE.  MAINTENANCE FOUND A CUT CABLE AT ROW 14 AND REPAIRED IT WITH RED RAYCHEM SPLICES.  OPERATIONS CHECKED GOOD.  (W)"
94053100382,4/11/1994 0:00:00,USAA,288AU,23135,BOEING,737,RT GALLEY,CORRODED,NONE,OTHER,INSP/MAINT,INT - DURING Q-6 CHECK VISUAL INSPECTION  FOUND 1 INCH BY 24 INCH CORRODED AFT RT GALLEY ENTRY Z-ANGLE.  REPAIRED PER SRM 53-10-01.  (W)
94053100383,4/13/1994 0:00:00,USAA,288AU,23135,BOEING,737,BS 664,CRACKED,NONE,OTHER,INSP/MAINT,INT - DURING Q-6 CHECK VISUAL INSPECTION  FOUND 2 INCH CRACK BS 664 RBBL 24.  REPAIRED PER EO 5791G632 AND EO 5974G046. (W)
94053100384,4/13/1994 0:00:00,USAA,288AU,23135,BOEING,737,BS 664,CRACKED,NONE,OTHER,INSP/MAINT,INT - DURING Q-6 CHECK VISUAL INSPECTION  FOUND 1.5 INCH CRACK BS 664 LBBL 24.  REPAIRED PER EA 37147.  (W)
94053100385,4/11/1994 0:00:00,USAA,288AU,23135,BOEING,737,BS 986.5,CORRODED,NONE,OTHER,INSP/MAINT,INT - DURING Q-6 CHECK VISUAL INSPECTION FOUND 1 INCH BY 3 INCH AREA CORRODED AND 3 SCREW HOLES CORRODED BS 986.5-1016 8 INCH RBL.  REPAIRED PER SRM 51-10-01.
94053100386,4/11/1994 0:00:00,USAA,288AU,23135,BOEING,737,BS 986.5-1016,CORROSION,NONE,OTHER,INSP/MAINT,INT - DURING Q-6 CHECK VISUAL INSPECTION  FOUND 1 INCH BY 1INCH CORRODED AREA 5 SCREW HOLES BS 986.5-1016 24 INCHES RBL.  REPAIRED PER SRM 53-10-01.  (W)
94053100387,4/14/1994 0:00:00,USAA,288AU,23135,BOEING,737,BS 490,CRACKED,NONE,OTHER,INSP/MAINT,"INT - DURING Q-6 CHECK VISUAL INSPECTION, FOUND 1 INCH CRACK CARGO FLOOR SUPPORT STRINGER BS 490 ABOVE S27R.  REPAIRED PER SRM 53-10-05.  (W)"
